VehicleID,Type,Battery_Level_Pct,Days_Since_Maintenance,Trip_Count,Total_Revenue,Avg_Fare,Avg_Duration,Peak_Trip_Count,Weekend_Trip_Count,Rain_Trip_Count,Heavy_Rain_Trip_Count,Unique_Start_Stations,Unique_End_Stations,Vehicle_Needs_Action
V0469,E-Bike,61,68,5.0,208500.0,41700.0,27.8,1.0,0.0,2.0,1.0,4.0,4.0,1
V0470,E-Bike,65,90,2.0,96000.0,48000.0,32.0,1.0,2.0,0.0,0.0,2.0,2.0,1
V0471,E-Bike,66,66,1.0,7500.0,7500.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1
V0472,E-Bike,50,47,7.0,348000.0,49714.28571428572,33.142857142857146,2.0,1.0,2.0,2.0,5.0,5.0,1
V0473,E-Bike,43,57,4.0,115500.0,28875.0,19.25,1.0,1.0,0.0,0.0,3.0,3.0,1
V0474,E-Bike,36,68,4.0,160500.0,40125.0,26.75,1.0,1.0,1.0,1.0,3.0,3.0,1
V0475,E-Bike,60,51,1.0,60000.0,60000.0,40.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0476,E-Bike,33,66,2.0,82500.0,41250.0,27.5,0.0,0.0,1.0,1.0,2.0,1.0,1
V0477,E-Bike,54,62,1.0,58500.0,58500.0,39.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0478,E-Bike,57,51,8.0,229500.0,28687.5,19.125,7.0,2.0,3.0,1.0,4.0,6.0,1
V0479,E-Bike,47,40,3.0,124500.0,41500.0,27.666666666666668,0.0,1.0,0.0,0.0,2.0,2.0,1
V0480,E-Bike,15,38,5.0,223500.0,44700.0,29.8,2.0,0.0,3.0,1.0,3.0,4.0,1
V0481,E-Bike,93,54,4.0,120000.0,30000.0,20.0,2.0,0.0,1.0,1.0,3.0,3.0,1
V0482,E-Bike,53,57,5.0,184500.0,36900.0,24.6,2.0,1.0,2.0,1.0,4.0,3.0,1
V0483,E-Bike,37,65,3.0,103500.0,34500.0,23.0,1.0,0.0,1.0,1.0,3.0,2.0,1
V0484,E-Bike,68,72,2.0,79500.0,39750.0,26.5,1.0,0.0,0.0,0.0,2.0,2.0,1
V0485,E-Bike,43,79,4.0,132000.0,33000.0,22.0,1.0,1.0,2.0,2.0,4.0,4.0,1
V0486,E-Bike,57,37,5.0,252000.0,50400.0,33.6,4.0,0.0,0.0,0.0,5.0,5.0,1
V0487,E-Bike,24,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0488,E-Bike,26,88,4.0,165000.0,41250.0,27.5,1.0,0.0,0.0,0.0,3.0,3.0,1
V0489,E-Bike,11,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0490,E-Bike,68,52,2.0,75000.0,37500.0,25.0,2.0,1.0,0.0,0.0,2.0,1.0,1
V0491,E-Bike,77,54,2.0,25500.0,12750.0,8.5,1.0,1.0,0.0,0.0,2.0,2.0,1
V0492,E-Bike,87,42,2.0,84000.0,42000.0,28.0,2.0,1.0,1.0,1.0,2.0,2.0,1
V0493,E-Bike,59,55,5.0,207000.0,41400.0,27.6,3.0,3.0,0.0,0.0,3.0,4.0,1
V0494,E-Bike,72,46,2.0,70500.0,35250.0,23.5,1.0,0.0,0.0,0.0,2.0,2.0,1
V0495,E-Bike,46,78,3.0,112500.0,37500.0,25.0,3.0,0.0,0.0,0.0,3.0,2.0,1
V0496,E-Bike,97,45,7.0,165000.0,23571.428571428572,15.714285714285714,0.0,2.0,1.0,0.0,5.0,5.0,1
V0497,E-Bike,10,59,1.0,49500.0,49500.0,33.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0498,E-Bike,60,87,7.0,330000.0,47142.857142857145,31.428571428571427,5.0,4.0,0.0,0.0,6.0,5.0,1
V0499,E-Bike,21,87,3.0,52500.0,17500.0,11.666666666666666,1.0,2.0,0.0,0.0,3.0,3.0,1
V0500,E-Bike,61,90,2.0,34500.0,17250.0,11.5,1.0,1.0,1.0,1.0,2.0,2.0,1
V0501,E-Bike,26,90,1.0,34500.0,34500.0,23.0,1.0,0.0,1.0,0.0,1.0,1.0,1
V0502,E-Bike,54,89,2.0,73500.0,36750.0,24.5,0.0,1.0,1.0,0.0,2.0,1.0,1
V0503,E-Bike,69,89,2.0,49500.0,24750.0,16.5,1.0,1.0,0.0,0.0,2.0,2.0,1
V0504,E-Bike,20,75,3.0,142500.0,47500.0,31.666666666666668,0.0,1.0,1.0,1.0,2.0,3.0,1
V0505,E-Bike,48,83,4.0,136500.0,34125.0,22.75,2.0,2.0,1.0,0.0,4.0,3.0,1
V0506,E-Bike,66,59,5.0,256500.0,51300.0,34.2,1.0,2.0,1.0,0.0,4.0,4.0,1
V0507,E-Bike,11,61,3.0,150000.0,50000.0,33.333333333333336,1.0,0.0,0.0,0.0,1.0,2.0,1
V0508,E-Bike,35,38,5.0,168000.0,33600.0,22.4,2.0,2.0,0.0,0.0,2.0,4.0,1
V0509,E-Bike,91,32,2.0,115500.0,57750.0,38.5,2.0,1.0,0.0,0.0,2.0,2.0,1
V0510,E-Bike,19,31,4.0,168000.0,42000.0,28.0,1.0,2.0,1.0,0.0,2.0,4.0,1
V0511,E-Bike,32,31,2.0,84000.0,42000.0,28.0,2.0,0.0,2.0,2.0,2.0,2.0,1
V0512,E-Bike,37,63,2.0,25500.0,12750.0,8.5,0.0,1.0,1.0,1.0,2.0,1.0,1
V0513,E-Bike,98,60,1.0,24000.0,24000.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1
V0514,E-Bike,25,39,2.0,66000.0,33000.0,22.0,1.0,1.0,0.0,0.0,2.0,2.0,1
V0515,E-Bike,36,56,4.0,196500.0,49125.0,32.75,3.0,2.0,0.0,0.0,4.0,3.0,1
V0516,E-Bike,54,51,2.0,63000.0,31500.0,21.0,1.0,1.0,0.0,0.0,2.0,2.0,1
V0517,E-Bike,47,72,4.0,145500.0,36375.0,24.25,1.0,1.0,1.0,0.0,3.0,4.0,1
V0518,E-Bike,99,79,1.0,55500.0,55500.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0519,E-Bike,15,39,2.0,85500.0,42750.0,28.5,0.0,1.0,0.0,0.0,2.0,2.0,1
V0520,E-Bike,75,40,1.0,31500.0,31500.0,21.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0521,E-Bike,82,37,4.0,118500.0,29625.0,19.75,2.0,3.0,1.0,1.0,3.0,4.0,1
V0522,E-Bike,33,51,4.0,178500.0,44625.0,29.75,3.0,1.0,1.0,0.0,3.0,2.0,1
V0523,E-Bike,31,31,5.0,190500.0,38100.0,25.4,2.0,1.0,2.0,1.0,5.0,5.0,1
V0524,E-Bike,29,90,4.0,195000.0,48750.0,32.5,2.0,2.0,0.0,0.0,4.0,4.0,1
V0525,E-Bike,82,72,3.0,154500.0,51500.0,34.333333333333336,2.0,2.0,0.0,0.0,3.0,3.0,1
V0526,E-Bike,74,72,2.0,45000.0,22500.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,1
V0527,E-Bike,48,63,3.0,132000.0,44000.0,29.333333333333332,2.0,0.0,0.0,0.0,3.0,2.0,1
V0528,E-Bike,94,81,5.0,198000.0,39600.0,26.4,3.0,1.0,1.0,0.0,4.0,4.0,1
V0529,E-Bike,77,61,5.0,214500.0,42900.0,28.6,2.0,1.0,1.0,0.0,4.0,3.0,1
V0530,E-Bike,79,65,7.0,243000.0,34714.28571428572,23.142857142857142,4.0,4.0,2.0,1.0,4.0,5.0,1
V0531,E-Bike,14,30,4.0,133500.0,33375.0,22.25,2.0,2.0,0.0,0.0,4.0,3.0,1
V0532,E-Bike,40,31,3.0,105000.0,35000.0,23.333333333333332,1.0,0.0,0.0,0.0,3.0,3.0,1
V0533,E-Bike,79,66,2.0,85500.0,42750.0,28.5,1.0,1.0,1.0,0.0,2.0,2.0,1
V0534,E-Bike,34,82,2.0,63000.0,31500.0,21.0,2.0,0.0,1.0,1.0,2.0,2.0,1
V0535,E-Bike,83,48,6.0,202500.0,33750.0,22.5,5.0,1.0,1.0,0.0,5.0,3.0,1
V0536,E-Bike,52,85,3.0,132000.0,44000.0,29.333333333333332,1.0,0.0,0.0,0.0,3.0,3.0,1
V0537,E-Bike,40,42,1.0,52500.0,52500.0,35.0,0.0,1.0,0.0,0.0,1.0,1.0,1
V0538,E-Bike,48,69,2.0,46500.0,23250.0,15.5,1.0,1.0,0.0,0.0,2.0,2.0,1
V0539,E-Bike,38,78,8.0,373500.0,46687.5,31.125,4.0,4.0,1.0,0.0,5.0,4.0,1
V0540,E-Bike,18,80,2.0,84000.0,42000.0,28.0,1.0,1.0,0.0,0.0,1.0,2.0,1
V0541,E-Bike,17,85,2.0,75000.0,37500.0,25.0,0.0,0.0,1.0,1.0,2.0,2.0,1
V0542,E-Bike,98,71,6.0,225000.0,37500.0,25.0,4.0,2.0,1.0,1.0,4.0,5.0,1
V0543,E-Bike,92,87,5.0,184500.0,36900.0,24.6,3.0,0.0,0.0,0.0,3.0,4.0,1
V0544,E-Bike,80,70,4.0,178500.0,44625.0,29.75,1.0,0.0,0.0,0.0,4.0,3.0,1
V0545,E-Bike,60,72,3.0,70500.0,23500.0,15.666666666666666,1.0,2.0,1.0,0.0,2.0,2.0,1
V0546,E-Bike,86,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0547,E-Bike,92,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0548,E-Bike,26,87,4.0,160500.0,40125.0,26.75,1.0,3.0,0.0,0.0,4.0,4.0,1
V0549,E-Bike,17,64,3.0,93000.0,31000.0,20.666666666666668,1.0,1.0,0.0,0.0,3.0,3.0,1
V0550,E-Bike,83,40,4.0,142500.0,35625.0,23.75,3.0,2.0,0.0,0.0,4.0,4.0,1
V0551,E-Bike,56,80,3.0,109500.0,36500.0,24.333333333333332,1.0,1.0,0.0,0.0,2.0,2.0,1
V0552,E-Bike,54,42,6.0,318000.0,53000.0,35.333333333333336,1.0,2.0,0.0,0.0,5.0,4.0,1
V0553,E-Bike,94,34,4.0,139500.0,34875.0,23.25,2.0,0.0,1.0,0.0,3.0,2.0,1
V0554,E-Bike,13,71,3.0,139500.0,46500.0,31.0,1.0,0.0,1.0,1.0,2.0,3.0,1
V0555,E-Bike,53,75,5.0,243000.0,48600.0,32.4,2.0,0.0,1.0,1.0,4.0,4.0,1
V0556,E-Bike,54,41,2.0,36000.0,18000.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,1
V0557,E-Bike,23,81,5.0,184500.0,36900.0,24.6,4.0,2.0,2.0,0.0,4.0,4.0,1
V0558,E-Bike,29,50,1.0,48000.0,48000.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0559,E-Bike,17,77,3.0,97500.0,32500.0,21.666666666666668,2.0,1.0,1.0,1.0,3.0,3.0,1
V0560,E-Bike,13,41,3.0,111000.0,37000.0,24.666666666666668,1.0,1.0,0.0,0.0,3.0,3.0,1
V0561,E-Bike,50,78,7.0,253500.0,36214.28571428572,24.142857142857142,5.0,1.0,0.0,0.0,5.0,6.0,1
V0562,E-Bike,64,47,1.0,22500.0,22500.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1
V0563,E-Bike,81,68,7.0,300000.0,42857.142857142855,28.571428571428573,3.0,1.0,0.0,0.0,5.0,5.0,1
V0564,E-Bike,57,35,5.0,216000.0,43200.0,28.8,1.0,1.0,1.0,1.0,5.0,5.0,1
V0565,E-Bike,82,51,4.0,124500.0,31125.0,20.75,1.0,3.0,1.0,1.0,3.0,4.0,1
V0566,E-Bike,59,74,6.0,243000.0,40500.0,27.0,3.0,1.0,0.0,0.0,5.0,5.0,1
V0567,E-Bike,75,60,2.0,117000.0,58500.0,39.0,1.0,2.0,1.0,0.0,2.0,1.0,1
V0568,E-Bike,86,61,3.0,97500.0,32500.0,21.666666666666668,2.0,0.0,1.0,1.0,3.0,2.0,1
V0569,E-Bike,35,39,4.0,78000.0,19500.0,13.0,1.0,2.0,1.0,0.0,3.0,4.0,1
V0570,E-Bike,11,67,3.0,115500.0,38500.0,25.666666666666668,3.0,1.0,0.0,0.0,3.0,3.0,1
V0571,E-Bike,48,76,1.0,40500.0,40500.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0572,E-Bike,15,86,3.0,151500.0,50500.0,33.666666666666664,1.0,0.0,1.0,1.0,3.0,3.0,1
V0573,E-Bike,26,31,1.0,64500.0,64500.0,43.0,0.0,0.0,1.0,0.0,1.0,1.0,1
V0574,E-Bike,56,84,3.0,115500.0,38500.0,25.666666666666668,2.0,2.0,0.0,0.0,2.0,2.0,1
V0575,E-Bike,26,61,3.0,94500.0,31500.0,21.0,0.0,0.0,2.0,0.0,3.0,2.0,1
V0576,E-Bike,20,65,2.0,85500.0,42750.0,28.5,1.0,0.0,0.0,0.0,2.0,2.0,1
V0577,E-Bike,84,54,3.0,81000.0,27000.0,18.0,3.0,1.0,0.0,0.0,3.0,3.0,1
V0578,E-Bike,61,87,3.0,105000.0,35000.0,23.333333333333332,0.0,1.0,1.0,0.0,2.0,3.0,1
V0579,E-Bike,27,46,8.0,301500.0,37687.5,25.125,2.0,2.0,1.0,0.0,5.0,5.0,1
V0580,E-Bike,38,88,4.0,180000.0,45000.0,30.0,3.0,0.0,0.0,0.0,3.0,2.0,1
V0581,E-Bike,52,73,2.0,114000.0,57000.0,38.0,2.0,1.0,0.0,0.0,2.0,2.0,1
V0582,E-Bike,73,49,2.0,96000.0,48000.0,32.0,1.0,0.0,0.0,0.0,2.0,2.0,1
V0583,E-Bike,54,67,3.0,150000.0,50000.0,33.333333333333336,2.0,1.0,0.0,0.0,2.0,3.0,1
V0584,E-Bike,12,57,6.0,247500.0,41250.0,27.5,3.0,4.0,2.0,0.0,3.0,4.0,1
V0585,E-Bike,63,82,3.0,76500.0,25500.0,17.0,1.0,1.0,1.0,1.0,3.0,3.0,1
V0586,E-Bike,42,47,2.0,75000.0,37500.0,25.0,1.0,1.0,0.0,0.0,1.0,2.0,1
V0587,E-Bike,67,51,3.0,93000.0,31000.0,20.666666666666668,2.0,2.0,0.0,0.0,3.0,3.0,1
V0588,E-Bike,54,89,1.0,67500.0,67500.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0589,E-Bike,65,90,5.0,141000.0,28200.0,18.8,4.0,1.0,0.0,0.0,3.0,4.0,1
V0590,E-Bike,18,72,2.0,109500.0,54750.0,36.5,1.0,1.0,1.0,1.0,2.0,2.0,1
V0591,E-Bike,95,30,2.0,57000.0,28500.0,19.0,2.0,0.0,0.0,0.0,2.0,2.0,0
V0592,E-Bike,25,78,2.0,28500.0,14250.0,9.5,1.0,0.0,1.0,0.0,2.0,2.0,1
V0593,E-Bike,94,31,1.0,25500.0,25500.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0594,E-Bike,37,32,4.0,175500.0,43875.0,29.25,1.0,1.0,1.0,0.0,3.0,3.0,1
V0595,E-Bike,24,55,4.0,100500.0,25125.0,16.75,1.0,2.0,1.0,1.0,3.0,4.0,1
V0596,E-Bike,93,58,2.0,88500.0,44250.0,29.5,1.0,0.0,1.0,1.0,2.0,2.0,1
V0597,E-Bike,78,89,1.0,40500.0,40500.0,27.0,1.0,1.0,0.0,0.0,1.0,1.0,1
V0598,E-Bike,94,50,3.0,100500.0,33500.0,22.333333333333332,3.0,1.0,0.0,0.0,3.0,3.0,1
V0599,E-Bike,71,56,2.0,114000.0,57000.0,38.0,1.0,0.0,0.0,0.0,2.0,2.0,1
V0600,E-Bike,73,33,3.0,108000.0,36000.0,24.0,1.0,2.0,0.0,0.0,3.0,3.0,1
V0601,E-Bike,47,82,3.0,139500.0,46500.0,31.0,2.0,2.0,0.0,0.0,3.0,1.0,1
V0602,E-Bike,53,51,3.0,88500.0,29500.0,19.666666666666668,3.0,0.0,1.0,1.0,3.0,3.0,1
V0603,E-Bike,97,72,4.0,169500.0,42375.0,28.25,1.0,1.0,1.0,0.0,4.0,4.0,1
V0604,E-Bike,35,32,4.0,160500.0,40125.0,26.75,2.0,2.0,0.0,0.0,4.0,3.0,1
V0605,E-Bike,98,62,2.0,94500.0,47250.0,31.5,2.0,0.0,2.0,1.0,2.0,2.0,1
V0606,E-Bike,60,66,1.0,57000.0,57000.0,38.0,0.0,1.0,1.0,1.0,1.0,1.0,1
V0607,E-Bike,85,56,1.0,30000.0,30000.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0608,E-Bike,62,89,5.0,183000.0,36600.0,24.4,3.0,2.0,1.0,1.0,3.0,3.0,1
V0609,E-Bike,97,60,3.0,111000.0,37000.0,24.666666666666668,3.0,0.0,0.0,0.0,1.0,3.0,1
V0610,E-Bike,74,64,3.0,93000.0,31000.0,20.666666666666668,0.0,0.0,0.0,0.0,3.0,3.0,1
V0611,E-Bike,72,82,3.0,132000.0,44000.0,29.333333333333332,1.0,0.0,0.0,0.0,3.0,3.0,1
V0612,E-Bike,71,88,5.0,120000.0,24000.0,16.0,3.0,3.0,1.0,1.0,4.0,4.0,1
V0613,E-Bike,25,90,2.0,43500.0,21750.0,14.5,1.0,0.0,0.0,0.0,2.0,2.0,1
V0614,E-Bike,45,38,6.0,153000.0,25500.0,17.0,2.0,2.0,2.0,0.0,5.0,5.0,1
V0615,E-Bike,82,38,3.0,120000.0,40000.0,26.666666666666668,2.0,0.0,1.0,1.0,3.0,3.0,1
V0616,E-Bike,100,43,2.0,121500.0,60750.0,40.5,0.0,1.0,1.0,1.0,2.0,2.0,1
V0617,E-Bike,58,69,7.0,273000.0,39000.0,26.0,3.0,3.0,2.0,1.0,5.0,5.0,1
V0618,E-Bike,65,55,3.0,108000.0,36000.0,24.0,3.0,0.0,1.0,0.0,2.0,3.0,1
V0619,E-Bike,11,57,4.0,133500.0,33375.0,22.25,2.0,1.0,2.0,2.0,3.0,4.0,1
V0620,E-Bike,21,80,2.0,76500.0,38250.0,25.5,0.0,0.0,1.0,1.0,2.0,2.0,1
V0621,E-Bike,98,85,4.0,154500.0,38625.0,25.75,0.0,0.0,2.0,2.0,4.0,3.0,1
V0622,E-Bike,23,86,2.0,37500.0,18750.0,12.5,0.0,1.0,0.0,0.0,2.0,1.0,1
V0623,E-Bike,92,43,4.0,127500.0,31875.0,21.25,3.0,1.0,2.0,2.0,2.0,3.0,1
V0624,E-Bike,39,62,3.0,166500.0,55500.0,37.0,2.0,1.0,0.0,0.0,3.0,3.0,1
V0625,E-Bike,76,57,4.0,139500.0,34875.0,23.25,2.0,0.0,1.0,0.0,3.0,2.0,1
V0626,E-Bike,84,38,2.0,43500.0,21750.0,14.5,1.0,1.0,0.0,0.0,2.0,2.0,1
V0627,E-Bike,13,62,5.0,183000.0,36600.0,24.4,3.0,2.0,1.0,0.0,4.0,4.0,1
V0628,E-Bike,29,89,2.0,57000.0,28500.0,19.0,2.0,1.0,0.0,0.0,2.0,1.0,1
V0629,E-Bike,88,85,5.0,115500.0,23100.0,15.4,2.0,2.0,2.0,0.0,4.0,4.0,1
V0630,E-Bike,46,51,2.0,25500.0,12750.0,8.5,1.0,0.0,1.0,1.0,2.0,2.0,1
V0631,E-Bike,39,61,4.0,181500.0,45375.0,30.25,3.0,0.0,0.0,0.0,3.0,2.0,1
V0632,E-Bike,75,50,6.0,204000.0,34000.0,22.666666666666668,1.0,0.0,2.0,1.0,4.0,5.0,1
V0633,E-Bike,56,46,3.0,142500.0,47500.0,31.666666666666668,3.0,2.0,0.0,0.0,2.0,3.0,1
V0634,E-Bike,26,75,1.0,24000.0,24000.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,1
V0635,E-Bike,52,35,2.0,63000.0,31500.0,21.0,1.0,1.0,2.0,0.0,2.0,2.0,1
V0636,E-Bike,76,85,4.0,99000.0,24750.0,16.5,4.0,1.0,0.0,0.0,3.0,3.0,1
V0637,E-Bike,53,83,5.0,166500.0,33300.0,22.2,2.0,1.0,1.0,1.0,5.0,4.0,1
V0638,E-Bike,28,64,3.0,108000.0,36000.0,24.0,0.0,2.0,0.0,0.0,3.0,2.0,1
V0639,E-Bike,17,80,3.0,79500.0,26500.0,17.666666666666668,3.0,0.0,0.0,0.0,3.0,3.0,1
V0640,E-Bike,54,35,3.0,120000.0,40000.0,26.666666666666668,2.0,0.0,0.0,0.0,3.0,3.0,1
V0641,E-Bike,95,41,2.0,66000.0,33000.0,22.0,0.0,1.0,1.0,1.0,2.0,2.0,1
V0642,E-Bike,26,87,2.0,69000.0,34500.0,23.0,0.0,2.0,1.0,1.0,2.0,2.0,1
V0643,E-Bike,13,43,5.0,247500.0,49500.0,33.0,4.0,1.0,1.0,1.0,4.0,4.0,1
V0644,E-Bike,47,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0645,E-Bike,63,60,3.0,124500.0,41500.0,27.666666666666668,2.0,1.0,0.0,0.0,2.0,3.0,1
V0646,E-Bike,19,37,3.0,132000.0,44000.0,29.333333333333332,2.0,1.0,1.0,0.0,2.0,2.0,1
V0647,E-Bike,42,64,3.0,129000.0,43000.0,28.666666666666668,2.0,1.0,1.0,1.0,2.0,2.0,1
V0648,E-Bike,53,75,2.0,28500.0,14250.0,9.5,2.0,0.0,1.0,0.0,2.0,1.0,1
V0649,E-Bike,32,39,7.0,339000.0,48428.57142857143,32.285714285714285,6.0,2.0,2.0,0.0,5.0,6.0,1
V0650,E-Bike,30,88,5.0,220500.0,44100.0,29.4,3.0,2.0,1.0,1.0,4.0,5.0,1
V0651,E-Bike,77,72,2.0,43500.0,21750.0,14.5,0.0,1.0,0.0,0.0,2.0,2.0,1
V0652,E-Bike,19,67,1.0,18000.0,18000.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1
V0653,E-Bike,39,84,5.0,213000.0,42600.0,28.4,1.0,1.0,0.0,0.0,3.0,4.0,1
V0654,E-Bike,93,66,2.0,79500.0,39750.0,26.5,1.0,0.0,0.0,0.0,2.0,2.0,1
V0655,E-Bike,89,79,2.0,27000.0,13500.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,1
V0656,E-Bike,84,73,6.0,211500.0,35250.0,23.5,3.0,3.0,4.0,2.0,3.0,6.0,1
V0657,E-Bike,42,57,2.0,100500.0,50250.0,33.5,1.0,1.0,1.0,0.0,2.0,2.0,1
V0658,E-Bike,24,60,4.0,126000.0,31500.0,21.0,2.0,0.0,0.0,0.0,3.0,3.0,1
V0659,E-Bike,55,55,5.0,147000.0,29400.0,19.6,2.0,2.0,1.0,0.0,4.0,4.0,1
V0660,E-Bike,74,51,3.0,99000.0,33000.0,22.0,1.0,1.0,0.0,0.0,1.0,3.0,1
V0661,E-Bike,27,46,2.0,99000.0,49500.0,33.0,2.0,1.0,0.0,0.0,2.0,2.0,1
V0662,E-Bike,98,61,5.0,171000.0,34200.0,22.8,3.0,0.0,1.0,0.0,4.0,3.0,1
V0663,E-Bike,93,90,3.0,178500.0,59500.0,39.666666666666664,2.0,1.0,0.0,0.0,3.0,3.0,1
V0664,E-Bike,22,38,3.0,36000.0,12000.0,8.0,0.0,2.0,0.0,0.0,3.0,3.0,1
V0665,E-Bike,88,35,2.0,90000.0,45000.0,30.0,1.0,0.0,0.0,0.0,2.0,2.0,1
V0666,E-Bike,79,61,5.0,237000.0,47400.0,31.6,1.0,2.0,1.0,1.0,4.0,4.0,1
V0667,E-Bike,96,72,1.0,48000.0,48000.0,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1
V0668,E-Bike,60,43,6.0,229500.0,38250.0,25.5,5.0,3.0,0.0,0.0,5.0,5.0,1
V0669,E-Bike,45,55,1.0,19500.0,19500.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1
V0670,E-Bike,94,45,3.0,135000.0,45000.0,30.0,0.0,1.0,0.0,0.0,3.0,2.0,1
V0671,E-Bike,31,56,3.0,121500.0,40500.0,27.0,1.0,1.0,0.0,0.0,2.0,3.0,1
V0672,E-Bike,15,37,1.0,66000.0,66000.0,44.0,0.0,1.0,0.0,0.0,1.0,1.0,1
V0673,E-Bike,21,74,3.0,151500.0,50500.0,33.666666666666664,2.0,2.0,0.0,0.0,3.0,2.0,1
V0674,E-Bike,55,87,3.0,136500.0,45500.0,30.333333333333332,1.0,1.0,1.0,0.0,3.0,3.0,1
V0675,E-Bike,76,62,7.0,234000.0,33428.57142857143,22.285714285714285,2.0,2.0,1.0,1.0,3.0,5.0,1
V0676,E-Bike,14,74,2.0,94500.0,47250.0,31.5,2.0,0.0,0.0,0.0,1.0,2.0,1
V0677,E-Bike,12,34,6.0,229500.0,38250.0,25.5,2.0,0.0,1.0,1.0,4.0,4.0,1
V0678,E-Bike,70,48,2.0,75000.0,37500.0,25.0,1.0,0.0,0.0,0.0,2.0,1.0,1
V0679,E-Bike,45,50,6.0,186000.0,31000.0,20.666666666666668,2.0,0.0,1.0,0.0,5.0,4.0,1
V0680,E-Bike,58,38,4.0,159000.0,39750.0,26.5,0.0,0.0,1.0,1.0,4.0,3.0,1
V0681,E-Bike,83,59,5.0,226500.0,45300.0,30.2,3.0,2.0,1.0,0.0,4.0,4.0,1
V0682,E-Bike,14,74,3.0,54000.0,18000.0,12.0,1.0,1.0,1.0,0.0,3.0,3.0,1
V0683,E-Bike,47,35,2.0,90000.0,45000.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,1
V0684,E-Bike,24,55,2.0,111000.0,55500.0,37.0,2.0,0.0,1.0,0.0,2.0,2.0,1
V0685,E-Bike,90,38,2.0,82500.0,41250.0,27.5,0.0,0.0,0.0,0.0,2.0,2.0,1
V0686,E-Bike,29,46,4.0,85500.0,21375.0,14.25,0.0,3.0,0.0,0.0,3.0,4.0,1
V0687,E-Bike,45,57,1.0,36000.0,36000.0,24.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0688,E-Bike,63,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0689,E-Bike,79,71,2.0,93000.0,46500.0,31.0,1.0,2.0,0.0,0.0,1.0,2.0,1
V0690,E-Bike,69,88,4.0,190500.0,47625.0,31.75,2.0,0.0,1.0,1.0,4.0,3.0,1
V0691,E-Bike,79,77,3.0,138000.0,46000.0,30.666666666666668,0.0,0.0,1.0,0.0,3.0,3.0,1
V0692,E-Bike,55,78,3.0,123000.0,41000.0,27.333333333333332,2.0,1.0,1.0,1.0,3.0,2.0,1
V0693,E-Bike,13,38,3.0,130500.0,43500.0,29.0,1.0,0.0,0.0,0.0,3.0,3.0,1
V0694,E-Bike,48,44,4.0,127500.0,31875.0,21.25,2.0,2.0,0.0,0.0,4.0,4.0,1
V0695,E-Bike,18,43,8.0,345000.0,43125.0,28.75,4.0,4.0,1.0,1.0,5.0,6.0,1
V0696,E-Bike,10,44,3.0,115500.0,38500.0,25.666666666666668,3.0,0.0,1.0,1.0,3.0,2.0,1
V0697,E-Bike,34,90,6.0,292500.0,48750.0,32.5,3.0,1.0,0.0,0.0,4.0,5.0,1
V0698,E-Bike,61,51,1.0,40500.0,40500.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0699,E-Bike,33,73,1.0,61500.0,61500.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0700,E-Bike,91,46,4.0,130500.0,32625.0,21.75,2.0,2.0,0.0,0.0,3.0,3.0,1
V0701,E-Bike,94,71,1.0,33000.0,33000.0,22.0,1.0,1.0,0.0,0.0,1.0,1.0,1
V0702,E-Bike,24,44,5.0,151500.0,30300.0,20.2,1.0,1.0,1.0,0.0,2.0,5.0,1
V0703,E-Bike,53,53,1.0,33000.0,33000.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1
